-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
5.066666666666667096e-01,-5.584725536992840578e-01,2.167690278863290843e+01,2.667690278863290843e+01
5.786666666666666625e-01,-6.276849642004773688e-01,9.987170654087016430e-01,2.767561985404161007e+01
5.786666666666666625e-01,-8.138424821002386844e-01,1.861575178997613156e+00,2.953719503303922167e+01
3.813333333333333575e-01,-6.276849642004773688e-01,2.712841055333769624e+00,3.225003608837299396e+01
3.813333333333333575e-01,-4.415274463007159977e-01,1.861575178997613822e+00,3.411161126737060556e+01
3.813333333333333575e-01,-2.553699284009546266e-01,1.861575178997613822e+00,3.597318644636821716e+01
5.786666666666666625e-01,-4.415274463007159977e-01,2.712841055333769624e+00,3.868602750170198590e+01
7.760000000000000231e-01,-6.276849642004773688e-01,2.712841055333770068e+00,4.139886855703575463e+01
1.839999999999999969e-01,-4.415274463007159977e-01,6.205792628428701718e+00,4.760466118546445813e+01
5.066666666666667096e-01,-5.584725536992840578e-01,3.432053844598601522e+00,5.103671503006305699e+01
5.066666666666667096e-01,-5.584725536992840578e-01,1.000000000000000056e-01,1.284909420645631712e+02
-1.000000000000000000e+00,1.000000000000000000e+00,2.167690278863290843e+01,1.501678448531960726e+02
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,1.502678448531960669e+02
-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.502678448531960669e+02
