-1.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,6.999999999999999556e-01,4.500000000000000000e+01,4.500000000000000000e+01
-1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000444e+00,4.800000000000000000e+01
-5.093333333333333046e-01,-4.677804295942720736e-01,1.547621777850687863e+01,6.347621777850687863e+01
-6.053333333333332789e-01,-4.415274463007159977e-01,9.952496737910407898e-01,6.447146745229791520e+01
-6.053333333333332789e-01,-6.276849642004773688e-01,1.861575178997613822e+00,6.633304263129552680e+01
-4.079999999999999738e-01,-6.276849642004773688e-01,1.973333333333333162e+00,6.830637596462885597e+01
-4.079999999999999738e-01,-8.138424821002386844e-01,1.861575178997613156e+00,7.016795114362646757e+01
-2.106666666666666687e-01,-8.138424821002386844e-01,1.973333333333333162e+00,7.214128447695979673e+01
-2.106666666666666687e-01,-6.276849642004773688e-01,1.861575178997613156e+00,7.400285965595740834e+01
-2.106666666666666687e-01,-4.415274463007159977e-01,1.861575178997613822e+00,7.586443483495501994e+01
-2.106666666666666687e-01,-2.553699284009546266e-01,1.861575178997613822e+00,7.772601001395263154e+01
-4.079999999999999738e-01,-2.553699284009546266e-01,1.973333333333333162e+00,7.969934334728596070e+01
-4.079999999999999738e-01,-4.415274463007159977e-01,1.861575178997613822e+00,8.156091852628357231e+01
-6.053333333333332789e-01,-2.553699284009546266e-01,2.712841055333769624e+00,8.427375958161734104e+01
-8.026666666666666394e-01,-2.553699284009546266e-01,1.973333333333333606e+00,8.624709291495067021e+01
-8.026666666666666394e-01,-4.415274463007159977e-01,1.861575178997613822e+00,8.810866809394828181e+01
-8.026666666666666394e-01,-6.276849642004773688e-01,1.861575178997613822e+00,8.997024327294589341e+01
-5.093333333333333046e-01,-4.677804295942720736e-01,3.340866723352962087e+00,9.331110999629885328e+01
-5.093333333333333046e-01,-4.677804295942720736e-01,1.000000000000000056e-01,9.441110999629884759e+01
-1.000000000000000000e+00,1.000000000000000000e+00,1.547621777850687863e+01,1.098873277748057262e+02
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,1.099873277748057205e+02
-1.000000000000000000e+00,6.999999999999999556e-01,3.000000000000000444e+00,1.129873277748057205e+02
